THE_TE_UID,TERM,INDEX_TERM,SCOPE_NOTE,CLA_GR_UID,STATUS,IMAGE_EXISTS
71476,"TENEMENT HOUSE",Y,"Originally built as a family house. Converted into flats during the 19th or 20th century.",1,P,"-"
71477,"LEGAL CHAMBERS",Y,"A room in which a judge sits to hear cases and undertake other official proceedings which are not of a sufficient importance to be brought into court.",1,P,"-"
71478,"SEASIDE PAVILION",Y,"A light, ornamental building or structure situated close to the sea.",1,P,"-"
71479,"Station House",N,"-",1,N,"-"
71480,"HUNGER HOUSE",Y,"A farm building in which cattle are housed before slaughter.",1,P,"-"
71481,"HAULAGE ENGINE HOUSE",Y,"Engine driving a continuous wire rope for the haulage of tubs in a mine and at the heapstead.",1,P,"-"
71482,"Fanhouse",N,"-",1,N,"-"
71483,"WINDER HOUSE",Y,"A building housing an engine, usually with an attendant boiler house and chimney. Used for winding from a pit.",1,P,"-"
71484,"DYE HOUSE",Y,"A building, usually one-storeyed, for dyeing cloth.",1,P,"-"
71485,"INCINERATOR",Y,"An apparatus for burning refuse to ashes.",1,P,"-"
71486,"MODEL FARM",Y,"A farm building erected in the 18th and 19th century which were architect-designed rather than built in the local vernacular style.",1,P,"-"
71488,"Implement Shed",N,"-",1,N,"-"
71489,"TENEMENT BLOCK",Y,"Use for speculatively built 19th century model dwellings, rather than those built by a philanthropic society.",1,P,"-"
71490,"TURKISH BATHS",Y,"A hot steam bath introduced from the East, in which heavy perspiration is followed by soaping, washing, massage and cooling.",1,P,"-"
71492,"PROVING HOUSE",Y,"A building used for the testing of weapons for quality, accuracy and explosive power.",1,P,"-"
71494,"KIOSK",Y,"A light, open structure for the sale of newspapers, tickets, etc.",1,P,"-"
71495,"PENGUIN POOL",Y,"A pool of water, and ancillary buildings, designed to accommodate penguins.",1,P,"-"
71496,"SEA LION POOL",Y,"A pool of water and associated ancillary buildings designed to accommodate sea lions.",1,P,"-"
71497,"WINDING GEAR",Y,"Machinery for raising and lowering men and materials to and from the surface of a mine.",1,P,"-"
71498,"RAILWAY WORKERS COTTAGE",Y,"Purpose-built housing for railway workers.",1,P,"-"
71499,"LOW HOUSE",Y,"A storehouse in 16th and 17th century houses.",1,P,"-"
71500,"WORKERS COTTAGE",Y,"Industrial worker's house which has been purpose built by an employer, as opposed to the workshop houses used by artisans.",1,P,"-"
71501,"VINEGAR BREWERY",Y,"A site where vinegar is manufactured from soured beer, wine or cider.",1,P,"-"
71503,"NURSING HOME",Y,"A residential home for older people or people with physical and/or mental disabilities who need care provided by registered nurses.",1,P,"-"
71504,"CEMETERY CHAPEL",Y,"A place of worship within the grounds of a cemetery.",1,P,"-"
71506,"MERCHANTS HOUSE",Y,"Originally, a house of higher social status in a town or port, often with a storage cellar.",1,P,"-"
71508,"FRUIT STORE",Y,"A building used for the storage of picked fruit.",1,P,"-"
71509,"COUNCIL HOUSE",Y,"A house built by a local authority.",1,P,"-"
71511,"PRIVY HOUSE",Y,"A small building housing a lavatory.",1,P,"-"
71513,"GARDEN FEATURE",Y,"Unspecified landscape feature. Use more specific type where known.",1,P,"-"
71514,"BACK TO BACK HOUSE",Y,"A house in a terrace consisting of a double row of houses sharing a common back wall, characteristic of industrial cities in the North of England.",1,P,"-"
71515,"FARM LABOURERS COTTAGE",Y,"The dwelling place of a farm worker.",1,P,"-"
71516,"WORKERS VILLAGE",Y,"A model village built in association with a factory, mill, railway, or any other industrial complex; usually built by the employer.",1,P,"-"
71517,"MEMORIAL HALL",Y,"A hall built as a memorial to a particular person or event.",1,P,"-"
71518,"CANAL WORKERS COTTAGE",Y,"The residence of a canal worker.",1,P,"-"
71519,"WHARFINGERS COTTAGE",Y,"A dwelling for the keeper of a canal wharf.",1,P,"-"
71520,"ESTATE OFFICE",Y,"An office for the administration of town or country estates.",1,P,"-"
71522,"GARDEN SEAT",Y,"A type of GARDEN HOUSE, usually in the form of an open-fronted shelter with seat.",1,P,"-"
71526,"THROUGH BY LIGHT",Y,"A 'through' BACK TO BACK HOUSE - an interlocking L-shaped plan gave each house two street frontages, thus providing better lighting/ventilation.",1,P,"-"
71527,"DISPENSARY",Y,"A building or room for the distribution of medicines, eg. in a hospital or clinic.",1,P,"-"
71528,"HAY BARN",Y,"A special type of barn, lacking a threshing floor, usually with open walls, intended for the dry and well ventilated storage of hay only.",1,P,"-"
71529,"SEMI DETACHED HOUSE",Y,"A house joined to another to form one building.",1,P,"-"
71530,"GARDEN SHED",Y,"A structure in a garden used to house gardening implements, etc.",1,P,"-"
71531,"COMMUNITY CENTRE",Y,"A place providing social, recreational, and educational facilities for a neighbourhood.",1,P,"-"
71532,"PUBLIC HALL",Y,"A purpose-built hall (usually 19th century) which was available for public hire and could be used for a variety of activities, eg. lectures, meetings, balls and concerts.",1,P,"-"
71533,"SOCIAL CLUB",Y,"A building used by a group of people who meet socially to participate in activities, usually related to a particular interest or occupation.",1,P,"-"
71534,"FLATS",Y,"A purpose-built tenement. Use specific monument type where possible.",1,P,"-"
71535,"STADIUM",Y,"A large, usually unroofed building with tiers of seats for spectators built in various shapes and enclosing a field used for sports events.",1,P,"-"
71536,"Grain Store",N,"-",1,N,"-"
71537,"Stock Shed",N,"-",1,N,"-"
71538,"BULL PEN",Y,"An enclosure for the containment of a bull.",1,P,"-"
71539,"WAGON SHED",Y,"A building or structure to house railway wagons.",1,P,"-"
71540,"HALL OF RESIDENCE",Y,"A university or college building set apart for residence or instruction of students. They can be located either on or off campus.",1,P,"-"
71541,"POLICE BOX",Y,"A metal, wooden or concrete box containing a telephone for use by the public, limited accommodation for use as a temporary cell, and a lamp on top that could be used to attract the attention of a passing patrol.",1,P,"-"
71542,"Administration Block",N,"-",1,N,"-"
71543,"PRISON GOVERNORS HOUSE",Y,"The residence of a prison governor.",1,P,"-"
71544,"Prison Chaplains House",N,"-",1,N,"-"
71545,"TRAP HOUSE",Y,"A building, similar to a cart shed, but used to house traps, gigs and coaches.",1,P,"-"
71546,"HORSE ENGINE HOUSE",Y,"A round or polygonal building containing a HORSE ENGINE. Commonly found on farms next to the threshing barn, where it is used to power the machinery.",1,P,"-"
71548,"MILKING PARLOUR",Y,"A place used for the milking of cows.",1,P,"-"
71549,"SCHOOLROOM",Y,"A room in a school devoted to the formal instruction of pupils.",1,P,"-"
71551,"Pantry",N,"-",1,N,"-"
71552,"Pigswill Boiling House",N,"-",1,N,"-"
71553,"Wagon Stable",N,"-",1,N,"-"
71554,"BANQUETING HOUSE",Y,"A hall, apartment or large room, designed or used primarily for festive or state functions.",1,P,"-"
71555,"Pit Pony Stable",N,"Use both terms.",1,N,"-"
71556,"CONDENSERY",Y,"A building for the manufacture of condensed milk.",1,P,"-"
71557,"TEAZLE SHOP",Y,"A building in which the fibres of new woollen cloth were raised by brushing with teazle heads.",1,P,"-"
71558,"BEER HOUSE",Y,"A building licensed for the sale of beer.",1,P,"-"
71559,"DOWER HOUSE",Y,"A small house, usually on the estate of a country house, forming part of a widow's dower and intended as her residence.",1,P,"-"
71561,"CELL BLOCK",Y,"A building containing a number of single roomed cells used for detaining prisoners.",1,P,"-"
71563,"SCOUT HUT",Y,"A building used for meetings and other events by Scouts Associations.",1,P,"-"
71564,"SHEPHERDS HUT",Y,"A small building used as a shelter by a shepherd.",1,P,"-"
71568,"GENTLEMENS CLUB",Y,"A building with a range of facilities for the exclusive use of its all-male membership. Rooms were often provided as offices or short term accommodation, and the club could be used for business or social gatherings.",1,P,"-"
71570,"Studio",N,"Use appropriate term.",1,N,"-"
71571,"BUNGALOW",Y,"A one-storey house.",1,P,"-"
71572,"COMMERCIAL OFFICE",Y,"The administrative office of a commercial concern.",1,P,"-"
71573,"GAUGE HOUSE",Y,"A building on a river or canal in which the water levels are controlled.",1,P,"-"
71574,"RETAINING WALL",Y,"A wall constructed for the purpose of confining or supporting a mass of earth or water.",1,P,"-"
71575,"Waterwheel",N,"-",1,N,"-"
71576,"Wardens House",N,"-",1,N,"-"
71577,"CARPET MILL",Y,"A factory where carpets are manufactured.",1,P,"-"
71579,"MANAGERS HOUSE",Y,"A purpose-built dwelling for the manager of a factory, works, textile mill, etc, often found within the complex itself.",1,P,"-"
71580,"COLLEGE OF THE VICARS CHORAL",Y,"A communal residence of secular vicars whose duties included the education of choristers attached to cathedrals and collegiate churches.",1,P,"-"
71582,"ROMAN CATHOLIC CHURCH",Y,"A place of worship for Roman Catholics.",1,P,"-"
71583,"School Chapel",N,"Use both terms.",1,N,"-"
71584,"ARTS CENTRE",Y,"A building housing a variety of facilities, such as theatres, galleries, concert halls, etc.",1,P,"-"
71585,"SUPERMARKET",Y,"A large self-service store selling foods and some household goods.",1,P,"-"
71586,"EXEDRA",Y,"An area of a garden with a semi-circular backdrop formed by an ornamental, architectural structure or a natural feature grown to the required shape eg. a hedge",1,P,"-"
71587,"SKATING RINK",Y,"A piece of ice or a floor, often within a building, used for skating.",1,P,"-"
71588,"CHAIN PROVING HOUSE",Y,"Building housing apparatus for testing chain links.",1,P,"-"
71589,"TURNING SHOP",Y,"A workshop used for completing the shape of a product or part by turning on a lathe or wheel.",1,P,"-"
71590,"MACHINE SHOP",Y,"Engineering workshop housing specialized machinery such as lathes, presses, etc., for making machines.",1,P,"-"
71591,"BOILER SHOP",Y,"Workshop for the construction and maintenance of boilers within an industrial complex.",1,P,"-"
71592,"Turntable",N,"-",1,N,"-"
71593,"STEAM PLANT",Y,"An industrial site or building where the machinery is powered by a steam engine.",1,P,"-"
71594,"PATTERN SHOP",Y,"Workshop for the manufacture of master parts from working drawings which are then used as patterns for mass manufacture.",1,P,"-"
71595,"HOOTER",Y,"A steam whistle or siren used for signalling purposes.",1,P,"-"
71596,"ERECTING SHOP",Y,"Engineering workshop used for the final assembly of vehicles or structures from parts produced elsewhere in an engineering works.",1,P,"-"
71597,"WEIGHBRIDGE",Y,"A platform scale, flush with the road, for weighing vehicles, cattle, etc.",1,P,"-"
71598,"SPORTS BUILDING",Y,"A building in which a sport is played. Use more specific type where known.",1,P,"-"
71599,"TELESCOPE DOME",Y,"A dome shaped structure, with an aperture open to the sky, used to house a telescope.",1,P,"-"
71601,"Telescope Building",N,"Use both terms.",1,N,"-"
71602,"ANGLICAN CHURCH",Y,"Any church of the Anglican Communion.",1,P,"-"
71603,"TEACHERS HOUSE",Y,"The residence of a teacher, often on the site of a school.",1,P,"-"
71605,"Field House",N,"-",1,N,"-"
71608,"RACING STABLE",Y,"A building or range of buildings used to accommodate race horses.",1,P,"-"
71609,"BEE HOUSE",Y,"A building with shelves and/or stands for skeps or wooden hives, and flight holes through the walls for bees.",1,P,"-"
71610,"BUTCHERS SHOP",Y,"A shop where meat is sold. Often includes large cold stores for the refrigeration and storage of carcasses and a butchery where the carcass is cut up prior to sale.",1,P,"-"
71611,"Castle Wall",N,"-",1,N,"-"
71612,"WATER PAVILION",Y,"A type of GARDEN HOUSE situated on an island in a garden lake or canal or, more generally, by any waterside.",1,P,"-"
71613,"MISSION HALL",Y,"A building used for meetings and worship by a religious community trying to propogate its faith in an area.",1,P,"-"
71614,"SPA HOTEL",Y,"A building offering accommodation to people who are visiting a town or locality renowned for its mineral springs.",1,P,"-"
71617,"DORMITORY",Y,"Use with wider site type where known.",1,P,"-"
71618,"OX BOW STONE",Y,"Stone for holding ox yokes.",1,P,"-"
71619,"LEATHER DRYING SHED",Y,"A covered area used for the drying of animal hides.",1,P,"-"
71620,"LACE DRYING HOUSE",Y,"A building where lace was laid out to dry.",1,P,"-"
71621,"Turf House",N,"-",1,N,"-"
71622,"MISSION CHURCH",Y,"A church established by a religious community to propogate its faith.",1,P,"-"
71623,"FIRE ENGINE HOUSE",Y,"The carriage house or garage for a fire engine - especially those built by insurance companies or industrial concerns.",1,P,"-"
71624,"MARKET STALL",Y,"A structure, often movable, used as a platform for the display of a traders goods in a market.",1,P,"-"
71625,"Rest Home",N,"Use both terms.",1,N,"-"
71626,"BOARD SCHOOL",Y,"19th century school administered by a school board.",1,P,"-"
71627,"CHURCH SCHOOL",Y,"A school run by a Christian church.",1,P,"-"
71630,"AGRICULTURAL COLLEGE",Y,"An educational establishment where agricultural theory and practice is taught.",1,P,"-"
71631,"Hay House",N,"-",1,N,"-"
71632,"CALCINING KILN",Y,"A kiln in which the prolonged heating or roasting of materials to drive off water, volatiles and sulphur so that they may be reduced to a powder, was performed.",1,P,"-"
71633,"Incline Plane",N,"-",1,N,"-"
71634,"INCLINE WINDING ENGINE",Y,"A winch powered by a small steam engine used to drag barges, boats and other vehicles up an inclined plane.",1,P,"-"
71635,"COACHING INN STABLE",Y,"A stable found at a coaching inn where horses are housed.",1,P,"-"
71636,"NEWSPAPER OFFICE",Y,"A building or set of rooms where a newspaper is compiled and produced, before being printed. May include facilities for printing.",1,P,"-"
71637,"EARLY WARNING STATION",Y,"A complex of buildings using Radar or satellite tracking to monitor and detect enemy missile launches early enough to allow a counterattack or defensive measures to be taken.",1,P,"-"
71638,"ROMAN CATHOLIC CHAPEL",Y,"A chapel where Roman Catholics worship.",1,P,"-"
71639,"THEOLOGICAL COLLEGE",Y,"An establishment dedicated to the study of theology and religious training.",1,P,"-"
71640,"CONVENT SCHOOL",Y,"A school conducted by members of a convent.",1,P,"-"
71641,"RANGERS HOUSE",Y,"The residence of a keeper of a royal park etc.",1,P,"-"
71642,"GOLF CLUB",Y,"A golf course, clubhouse and ancilliary buildings.",1,P,"-"
71643,"WOOL STOVE",Y,"A house for drying wool after fulling and dying.",1,P,"-"
71644,"SEWAGE PUMPING STATION",Y,"A building used to pump sewage from the sewers to the filter beds of a sewage works.",1,P,"-"
71645,"MEETING HALL",Y,"A place where people meet for entertainment, discussion or assembly. Use more specific type where known.",1,P,"-"
71646,"Community Hall",N,"-",1,N,"-"
71647,"METHODIST CHAPEL",Y,"A place of worship for Methodists, a movement founded by John Wesley. Following his death in 1791 there were many secessions.",1,P,"-"
71648,"Monastery Gatehouse",N,"Use both terms.",1,N,"-"
71650,"Almshouse Chapel",N,"Use both terms.",1,N,"-"
71651,"Caretakers House",N,"Use with wider site type where known.",1,N,"-"
71652,"CHILDRENS HOSPITAL",Y,"A specialist hospital for the medical and surgical treatment of children.",1,P,"-"
71653,"NURSES HOSTEL",Y,"A building where nurses live.",1,P,"-"
71654,"Hospital Chapel",N,"Use both terms.",1,N,"-"
71655,"Convent Chapel",N,"Use CHAPEL and ABBEY or PRIORY.",1,N,"-"
71656,"COVERED WAY",Y,"A path that is roofed over.",1,P,"-"
71657,"MANSION HOUSE",Y,"Traditionally the chief residence of a land owner. Now used specifically to describe the residence of the Lord Mayor of London.",1,P,"-"
71658,"GUILD CHAPEL",Y,"A place of worship for members of a guild.",1,P,"-"
71659,"CHANTRY COLLEGE",Y,"A building used for the education of, and as a residence for, chantry priests.",1,P,"-"
71660,"LECTURE THEATRE",Y,"A large room with fixed seating, designed for lectures.",1,P,"-"
71661,"SCHOOL FOR THE BLIND",Y,"A specialist school for the teaching of blind people.",1,P,"-"
71662,"Headmasters House",N,"-",1,N,"-"
71663,"TEACHER TRAINING COLLEGE",Y,"An educational institution for the training of teachers.",1,P,"-"
71664,"SCHOOL CLINIC",Y,"A place at a school where children receive medical advice, health checks and treatment.",1,P,"-"
71665,"ORDNANCE STORE",Y,"A building or site used by the armed forces for the storage and issuing of military stores and materials.",1,P,"-"
71666,"YOUTH CLUB",Y,"A place provided for leisure-time activities of young people.",1,P,"-"
71667,"CAVALRY BARRACKS",Y,"A barracks including stables and associated buildings housing a cavalry regiment.",1,P,"-"
71668,"ROCK GARDEN",Y,"A garden consisting primarily of rocks and rock plants.",1,P,"-"
71669,"Servicemens Club",N,"-",1,N,"-"
71670,"Deaf And Dumb Institute",N,"A disused term for an establishment where deaf people receive education, training and social support. First set up in Edinburgh in 1760 as the Academy for the Deaf and Dumb.",1,N,"-"
71671,"GOVERNMENT OFFICE",Y,"The offices of a Government Department responsible for the administration of the country.",1,P,"-"
71672,"Flat",N,"-",1,N,"-"
71673,"FREEMASONS HALL",Y,"A meeting place for freemasons.",1,P,"-"
71674,"JUDGES LODGINGS",Y,"Purpose-built lodgings for assize court judges. Early 19th century.",1,P,"-"
71675,"TECHNICAL COLLEGE",Y,"A college where the applied sciences and the mechanical arts are taught.",1,P,"-"
71676,"OFFICERS MESS",Y,"A building providing dining facilities and recreation for commissioned officers.",1,P,"-"
71677,"POLITICAL CLUB",Y,"A building owned by a constituency political party which provides a meeting place for local political activities and also provides entertainment facilities for its members and guests.",1,P,"-"
