THE_TE_UID,TERM,INDEX_TERM,SCOPE_NOTE,CLA_GR_UID,STATUS,IMAGE_EXISTS
162727,"CEREAL FACTORY",Y,"A factory built for the production of breakfast cereals.",1,P,"-"
162728,"GIG MILL",Y,"A woollen mill in which the cloth was passed over rollers covered in short spikes to raise the nap in one direction only.",1,P,"-"
162729,"Gunpowder Magazine",N,"-",1,N,"-"
162732,"PAINTBALLING SITE",Y,"Site or building used for paintballing.",1,P,"-"
162752,"JAIN TEMPLE",Y,"A place of worship for the followers of Jainism",1,P,"-"
162753,"Derasar",N,"-",1,N,"-"
162754,"Basadi",N,"-",1,N,"-"
162755,"Jain Mandir",N,"-",1,N,"-"
162756,"Hindu Mandir",N,"-",1,N,"-"
162757,"Devalayam",N,"-",1,N,"-"
162758,"Devasthanam",N,"-",1,N,"-"
162759,"Gurdwara",N,"-",1,N,"-"
162794,"RAILWAY BUILDING",Y,"A building or structure of unknown function found on a railway. Use more specific type where known",1,P,"-"
162796,"DEPOT",Y,"A building or site used as a storage and distribution centre.",1,P,"-"
162813,"Motorway Service Station",N,"-",1,N,"-"
162832,"Anchorhold",N,"-",1,N,"-"
162852,"Crouched Burial",N,"-",1,N,"-"
162853,"DRAW KILN",Y,"A lime kiln built into a low hillside or slope to facilitate top loading of the limestone.",1,P,"-"
162854,"Driftway",N,"-",1,N,"-"
162872,"FLARE KILN",Y,"A lime kiln where the fuel is not mixed with the limestone but burnt below it.",1,P,"-"
162873,"FOX COVERT",Y,"A small area of managed woodland, created to provide cover for foxes.",1,P,"-"
162874,"GAME COVERT",Y,"A small area of managed woodland, created to provide cover for deer and other game.",1,P,"-"
162875,"Greek Mill",N,"-",1,N,"-"
162876,"Gunflint Mine",N,"-",1,N,"-"
162877,"Gurgite",N,"-",1,N,"-"
162878,"Haecwer",N,"-",1,N,"-"
162879,"Horreum",N,"-",1,N,"-"
162880,"Intermittent Flare Kiln",N,"-",1,N,"-"
162881,"Intermittent Kiln",N,"-",1,N,"-"
162882,"Periodic Kiln",N,"-",1,N,"-"
162883,"Mitre Gate",N,"-",1,N,"-"
162884,"Perpetual Kiln",N,"-",1,N,"-"
162892,"HARE WARREN",Y,"An area of land, usually enclosed, set aside for the breeding of hares.",1,P,"-"
162893,"Slag Bank",N,"-",1,N,"-"
162894,"SLAG PIT",Y,"A pit containing the waste product form iron working.",1,P,"-"
162895,"Slag Dump",N,"-",1,N,"-"
162912,"SOLAR EVAPORATION PAN",Y,"A shallow artificial pond, usually found on the coast, in which sea water is allowed to evaporate leaving behind the salt.",1,P,"-"
162913,"Solar Pan",N,"-",1,N,"-"
162932,"TANK",Y,"Armoured military vehicle with its own firepower, which operates on tracks for troop mobility over rough terrain. Some may be adapted, or purpose-built, to be amphibious, and may then be double-indexed as AMPHIBIOUS VEHICLE.",1,P,"-"
162952,"Chimney Stack",N,"-",1,N,"-"
162953,"Churchyard Watch House",N,"Use both terms.",1,N,"-"
162954,"Civil Court",N,"-",1,N,"-"
162955,"Clay Quarry",N,"Use both terms.",1,N,"-"
162956,"Cliff Dwelling",N,"-",1,N,"-"
162957,"Clockmakers Workshop",N,"-",1,N,"-"
162958,"CLOTH WAREHOUSE",Y,"A large building used for the storage of finished cloth.",1,P,"-"
162959,"FUELLING STATION",Y,"A facility used for the storage and distribution of fuel for transportation. Often associated with dockyards and railways.",1,P,"-"
162960,"Coaling Station",N,"-",1,N,"-"
162961,"Gliding Club",N,"-",1,N,"-"
162962,"Tub Font",N,"-",1,N,"-"
162963,"Marmalade Factory",N,"-",1,N,"-"
162964,"Verderers Court",N,"-",1,N,"-"
162965,"University Campus",N,"Use both terms.",1,N,"-"
162966,"Hospital Campus",N,"Use both terms.",1,N,"-"
162967,"BOMBER COMMAND STATION",Y,"An airfield, and associated structures, used by one or more bomber squadrons.",1,P,"-"
162968,"Bomber Aerodrome",N,"-",1,N,"-"
162969,"INFANTRY BARRACKS",Y,"A building, or buildings, providing accommodation for an infantry regiment.",1,P,"-"
162970,"Barrage Baloon Tethering Point",N,"-",1,N,"-"
162971,"Bowls House",N,"-",1,N,"-"
162972,"Bowls Pavilion",N,"-",1,N,"-"
162973,"Bowling House",N,"-",1,N,"-"
162974,"Bowls Lawn",N,"-",1,N,"-"
162975,"Gallery",N,"-",1,N,"-"
162976,"Art Studio",N,"-",1,N,"-"
162977,"Bridgemans Cottage",N,"-",1,N,"-"
162978,"Open Conduit",N,"-",1,N,"-"
162979,"Gasholder",N,"-",1,N,"-"
162980,"Gasholder House",N,"-",1,N,"-"
162981,"Gas Light",N,"-",1,N,"-"
162982,"Gas-Works",N,"",1,N,""
162983,"Vinehouse",N,"-",1,N,"-"
162984,"GOLF LINKS",Y,"A golf course, usually situated on or near the coast, consisting of sand dunes with few trees or water obstacles.",1,P,"-"
162985,"Herdsmans Cottage",N,"-",1,N,"-"
162986,"Limekiln",N,"-",1,N,"-"
162987,"New Connexion Chapel",N,"Use most appropriate term.",1,N,"-"
162988,"Stage School",N,"-",1,N,"-"
162989,"Greyhound Track",N,"-",1,N,"-"
162990,"HELTER SKELTER",Y,"A fairground ride, often a permanent structure, consisting of a tower with an internal staircase and an external spiral shaped slide.",1,P,"-"
162991,"Raf College",N,"-",1,N,"-"
162992,"Gliding Clubhouse",N,"Use both terms.",1,N,"-"
162993,"Tennis Clubhouse",N,"Use both terms.",1,N,"-"
162994,"Golf Clubhouse",N,"Use both terms.",1,N,"-"
163012,"Coastguard Post",N,"-",1,N,"-"
163013,"College Of Technology",N,"-",1,N,"-"
163014,"Colony",N,"-",1,N,"-"
163015,"Cree",N,"-",1,N,"-"
163016,"Cycle Track",N,"-",1,N,"-"
163017,"DARBAR SAHIB",Y,"The main hall of worship within a Sikh Temple.",1,P,"-"
163018,"Darbar",N,"-",1,N,"-"
163019,"DEER SHED",Y,"A building used to store fodder for deer.",1,P,"-"
163020,"DIVING POOL",Y,"A large, deep, manmade pool, usually with accompanying diving boards/platforms and forming part of a swimming pool complex.",1,P,"-"
163021,"Erecting Workshop",N,"-",1,N,"-"
163022,"Exercise Ring",N,"-",1,N,"-"
163023,"Fighter Aerodrome",N,"-",1,N,"-"
163052,"Cotton Spinning Mill",N,"-",1,N,"-"
163053,"COTTON WORKSHOP",Y,"A workshop used in the manufacture and preparation of cotton",1,P,"-"
163054,"Flying Clubhouse",N,"-",1,N,"-"
163055,"Lads Club",N,"-",1,N,"-"
163056,"Lookout Tower",N,"-",1,N,"-"
163172,"STANTON SHELTER",Y,"A commercially manufactured air raid shelter, using prefabricated parabolic concrete panels which could be combined to produce any length of shelter.Usually semi-sunken and covered with earth they were mainly used on RAF sites.",1,P,"-"
163212,"THEATRE STANDING",Y,"Platform or structure used for viewing performances.",1,P,"-"
163213,"SPIRIT CELLAR",Y,"A building or subterranean structure used for the storage of spirits.",1,P,"-"
163215,"MOTOR HOUSE",Y,"A building for housing, maintaining and repairing motor cars. Dating to the 1890s.",1,P,"-"
163217,"PRIVATE SURGERY",Y,"A surgery where patients who pay for medical treatments are seen and treated.",1,P,"-"
163218,"ROLLER MILL",Y,"A grain grinding mill in which the meal is ground into flour between revolving metal rolls.",1,P,"-"
163219,"Student Accommodation",N,"Purpose built accommodation for students built by a private company rather than a college or university.",1,N,"-"
163220,"LEVEL CROSSING GATE HUT",Y,"Hut for use at Level Crossings that were not adjacent to Signal Boxes.",1,P,"-"
163226,"CELTIC CROSS",Y,"A free-standing cross made of stone in the form of a cross with a ring surrounding the intersection. Often used as a grave marker",1,P,"-"
163227,"CASKET TOMB",Y,"A grave marker in the form of a casket.",1,P,"-"
163239,"Inland Landmark Tower",N,"-",1,N,"-"
163240,"Fermentation Block",N,"-",1,N,"-"
163242,"ACADEMY SCHOOL",Y,"A school that is directly funded by central government (specifically, the Department for Education) and independent of direct control by local government in England.",1,P,"-"
163246,"TELEVISION SET",Y,"Purpose built or modified structure or building used for scenery in a television program.",1,P,"-"
163247,"TANK RAMP",Y,"An inclined plane built to allow tanks to be loaded and unloaded between rolling stock on the railway network and vehicular low loaders.",1,P,"-"
163256,"RUSSIAN BATHS",Y,"A building housing a Russian-style steam bath or banya.",1,P,"-"
163258,"TRAM TURNTABLE",Y,"A mechanism used to turn a tram around.",1,P,"-"
163866,"Barracks Institute",N,"-",1,N,"-"
164002,"Botontinus",N,"-",1,N,"-"
164079,"ORDNANCE DISPOSAL SITE",Y,"Site for the disposal of unexploded ordnance, possibly attached to a bombing range.",1,P,"-"
164099,"REMOUNT DEPOT",Y,"A military depot where horses were taken and trained for service in the army.",1,P,"-"
164100,"SHIRT FACTORY",Y,"A factory where shirts are manufactured.",1,P,"-"
164101,"COLLAR FACTORY",Y,"A factory where collars, for shirts and other garments, are manufactured.",1,P,"-"
164103,"LAND ARMY HOSTEL",Y,"A building, often converted from its original use, for use as a temporary accommodation by members of the Women's Land Army during the First and Second World Wars.",1,P,"-"
164104,"GAS MASK FACTORY",Y,"Building or buildings used for the production of Gas Masks. Consider double-indexing with the term WAR PRODUCTION FACTORY if appropriate.",1,P,"-"
164105,"COUNTY BOUNDARY",Y,"The limit line of a county.",1,P,"-"
164106,"COMMEMORATIVE GARDEN",Y,"A garden created to commemorate a person or event.",1,P,"-"
164114,"ORNAMENTAL BATH",Y,"An ornamental garden feature, sometimes with an associated bath house.",1,P,"-"
164115,"OVERBRIDGE",Y,"A bridge that crosses over a railway.",1,P,"-"
164116,"UNDERBRIDGE",Y,"A bridge crossing under railway property.",1,P,"-"
164117,"RUNWAY LIGHTING",Y,"A system of lights to aid aircraft when landing at night. When viewed from above the runway lights form an outline of the runway.",1,P,"-"
164118,"Flare Path",N,"-",1,N,"-"
164119,"Elevator",N,"-",1,N,"-"
164121,"Friction Hoist",N,"-",1,N,"-"
164122,"Belt Conveyor",N,"-",1,N,"-"
164123,"Belt Hoist",N,"-",1,N,"-"
164124,"Cathead",N,"-",1,N,"-"
164126,"STONE MILL",Y,"A flour mill which uses one or more pairs of horizontal millstones to grind wheat into flour which millers call a 'sudden death' process; within not more than 90 seconds complete wheat grain becomes wholemeal flour.",1,P,""
164127,"COMBINATION MILL",Y,"A flour mill using both stones and rollers to produce flour and, perhaps mainly from the stones, animal feed from grains other than wheat.",1,P,"-"
164132,"Club Stewards House",N,"The residence of a person entrusted with the management of a Working Mans Club.",1,N,"-"
164133,"BESSEMER STEEL WORKS",Y,"Site where steel is produced from molten pig iron using a Bessemer Converter, a development from the cementation and crucible steel-making techniques .",1,P,"-"
164135,"CALCITE MINE",Y,"A place where calcite is extracted using both quarrying and deeper mining techniques. Calcite/limestone is used for making glass, paper, photography, statues, building, and animal food.",1,P,"-"
164136,"BATTLEFIELD DEBRIS",Y,"Ordnance, expended or otherwise, weapons, armour, personal effects, transport wreckage, or ship wreckage, left behind on the site of a terrestrial or naval battle.",1,P,"-"
164137,"BATTLEFIELD WRECKAGE",Y,"Structural elements (parts of hull etc.) or fixtures and fittings (masts, etc.) lost during a naval engagement without incurring the actual loss of a ship. May also be used as a monument type for expended ammunition (e.g. shells, cannonballs).",1,P,"-"
164139,"METAL BOX FACTORY",Y,"A building or buildings used for the manufacture of metal boxes or cases.",1,P,"-"
164142,"MAGNESIUM FACTORY",Y,"An industrial facility concerned with the manufacture of magnesium from magnesium hydroxide derived from sea water. Magnesium was used in the manufacture of aircraft.",1,P,"-"
164143,"CONTROL TOWER (5223A/51)",Y,"Central two-storeyed tower surmounted by an octagonal glazed control room giving a 360 degree view. Flanked by single-storey wings.",1,P,"-"
164168,"ROOM AND POWER MILL",Y,"A type of textile mill found in Lancashire in the 19th century. Small businesses paid the owner rent for space for their machines, and power from the mill engine or waterwheel.",1,P,"-"
164170,"CORDITE DOUGH STORE",Y,"A building in which cordite dough is stored before extrusion.",1,P,"-"
164171,"GUNCOTTON STOVE",Y,"A building in which moist guncotton is dried by warm air for use in nitroglycerine manufacture.",1,P,"-"
164172,"REQUISITIONED LAND",Y,"Land which has been temporarily taken over for use by the military or civilian authorities. During wartime land was requisitioned for various purposes, such as for argriculture or for military training/events etc.",1,P,"-"
164173,"CORDITE INCORPORATING HOUSE",Y,"A building in which cordite paste is blended with the solvent acetone and Vaseline to form a cordite dough.",1,P,"-"
164174,"Cordite Press House",N,"-",1,N,"-"
164179,"Cordite Drying Stove",N,"-",1,N,"-"
164181,"Acid Factory",N,"-",1,N,"-"
164183,"SLAB BRIDGE",Y,"A type of concrete bridge, developed in the 20th century, that consists of reinforced concrete deck slabs that sit on the supporting bridge piers and/or abutments.",1,P,"-"
164186,"BARRAGE BALLOON MANUFACTORING SITE",Y,"A site or building where barrage balloons are manufactured. Consider double-indexing with the term WAR PRODUCTION FACTORY if appropriate.",1,P,"-"
164188,"AEROSPACE ENGINEERING WORKS",Y,"A site specializing in the manufacture of parts for the Aerospace industry.",1,P,"-"
164189,"BANDAGE FACTORY",Y,"A building manufacturing bandages.",1,P,"-"
164190,"SLIPPER WORKS",Y,"Factory making slippers.",1,P,"-"
164191,"KNITTING FACTORY",Y,"A factory where knitted fabrics are manufacterd using knitting machines.",1,P,"-"
164194,"LAMSON PNEUMATIC TUBE SYSTEM",Y,"A communication system in which cylindrical containers are propelled through a network of tubes either by compressed air or partial vacuum. They are used for transporting solid objects, as opposed to conventional pipelines, which transport fluids.",1,P,"-"
164196,"ANODIZING WORKS",Y,"A processed used to increase the thickness of the natural oxide layer on the surface of metal parts. The part being treated forms the anode of an electrolytic cell.",1,P,"-"
164229,"TUFTING MACHINERY WORKS",Y,"An engineering works that produces tufting machinery especially for use in the manufacturing of carpets.",1,P,"-"
164357,"PAPER YARN MILL",Y,"Factory where yarn is made from paper.",1,P,"-"
164358,"CAVITATION TUNNEL",Y,"A tunnel used to test scale model propellers and hulls to consider the impact of caviation on wake, propulsion, vibration and noise.",1,P,"-"
164360,"GOOSEHOLE",Y,"A type of goose pen with stone-clad compartments, built into the base of a Cornish hedge near the periphery of a farmstead. Aspect is often towards entrance track or driveway since geese were used in similar role to guard dogs. Particular to Cornwall.",1,P,"-"
164361,"CHENILLE FACTORY",Y,"Factory for making Chenille a yarn produced by placing short lengths of yarn (the pile) between two core yarns (the core) these are then heated to set the pile in place.",1,P,"-"
164363,"Water Tunnel (Hydrodynamic)",N,"-",1,N,"-"
164367,"Defended Cottage",N,"-",1,N,"-"
164368,"TEXTILE MACHINERY WORKS",Y,"An engineering works that produces machinery specially for use in textile making.",1,P,"-"
164369,"SPORTS EQUIPMENT FACTORY",Y,"A factory manufacturing sports equipment.",1,P,"-"
164370,"BILLIARD TABLE FACTORY",Y,"A factory manufacturing billiard tables.",1,P,"-"
164372,"MATTRESS FACTORY",Y,"A factory where matresses are made.",1,P,"-"
164373,"SHADOW FACTORY",Y,"An existing factory that was converted for use as aircraft works in the run up to or during the Second World War.",1,P,"-"
164375,"SENSORY GARDEN",Y,"A garden that has been specifically created to be accessible to both disabled and non-disabled visitors. They may contain scented and edible plants and features designed to make sound etc.",1,P,"-"
164377,"ATOMIC WEAPONS RESEARCH STATION",Y,"Establishments responsible for the research into and the design, development and manufacture of nuclear warheads.",1,P,"-"
164378,"Bomb Chamber",N,"-",1,N,"-"
164379,"Detonation Chamber",N,"-",1,N,"-"
164381,"FIRING CHAMBER",Y,"A protected chamber for investigating the controlled detonation and burning of explosive compounds, typically associated with a protected control room and high speed visual recording facilities.",1,P,"-"
164382,"FIBREGLASS WORKS",Y,"A factory used to manufacture fibreglass.",1,P,"-"
164383,"CARAVAN FACTORY",Y,"A factory manufactoring caravans.",1,P,"-"
164384,"Fiberglass Works",N,"-",1,N,"-"
164385,"PACKAGING EQUIPMENT FACTORY",Y,"A factory used to make packaging equipment.",1,P,"-"
164386,"VOLUNTARY AID DETACHMENT HOSPITAL",Y,"A building temporarily requisitioned for use as an auxiliary hospital administered by members of the Voluntary Aid Detachment during the First World War.",1,P,"-"
164389,"Vad Hospital",N,"-",1,N,"-"
164390,"ROCKET",Y,"A missile or aircraft that obtain its thrust from a rocket engine. Some rockets will exist as monuments for example, in the form of gate guardians. Double index with the monument type where appropriate.",1,P,"-"
164391,"MISSILE TEST SITE",Y,"An area for the testing of guided missiles.",1,P,"-"
164395,"FLAME RETARDANT MATERIAL FACTORY",Y,"A factory making flame retardant materials.",1,P,"-"
164396,"MISSILE SILO",Y,"An underground vertical cylindrical structure for the storage and launching of ballistic missiles.",1,P,"-"
164397,"MISSILE UNDERGROUND LAUNCHER",Y,"A prototype semi-underground silo based launch system specifically designed to hold and fire the Blue Streak Missile. The silo was constructed at RAF Spadeadam in c1959 and abandoned in April 1960.",1,P,"-"
164399,"LAMINATE FLOOR FACTORY",Y,"A factory making laminate flooring.",1,P,"-"
166981,"HORSE ISOLATION HOSPITAL",Y,"A building built for the isolation and treatment of sick horses to prevent the spread of contagious diseases.",1,P,""
166983,"Harbour Foundation",N,"Harbour, quay, jetty or breakwater foundations, often comprising the remains of obsolete vessels scuttled for that purpose.",1,N,"-"
166985,"JUNCTION BOX",Y,"Casing for electrical connections: an enclosed and protected box inside which electrical circuits are interconnected or branched for distribution.",1,P,"-"
167016,"DECOY BATTERY",Y,"Dummy construction in the form of a battery used during WWII to provide a counterfeit target for enemy aircraft.",1,P,"-"
167017,"HERBAL BREWERY",Y,"A plsce were herbal beers are brewed.",1,P,"-"
167027,"Auxiliary Unit Hideout",N,"-",1,N,"-"
167028,"STOP LINE",Y,"A notional line of resistance defined by anti tank obstacles, pillboxes and gun emplacements.",1,P,"-"
167034,"Rocket Underground Launcher",N,"-",1,N,"-"
167057,"REQUISITIONED BUILDING",Y,"A building which has been temporarily taken over for use by the military or civilian authorities. During wartime buildings were requisitioned for various purposes, such as temporary hospitals
or headquarters.",1,P,"-"
167058,"CANADIAN FORESTRY CORPS CAMP",Y,"A camp providing accommodation for members of the Canadian Forestry Corps along with facilities such as saw mills for the sawing and squaring of timber to create pit props, shoring, crates etc for the war effort.",1,P,"-"
167061,"AGRICULTURAL TOOL WORKS",Y,"A small works used for the production of agricultural tools such as hay rakes.",1,P,"-"
167062,"PACKAGING FACTORY",Y,"A factory used to make packaging.",1,P,"-"
167063,"Explosives Storage Facility",N,"-",1,N,"-"
167064,"STORAGE FACILITY",N,"Sites and buildings used for the storage or equipment, ordnance or vehicles. Use more specific term.",1,P,"-"
167065,"STORAGE BUILDING",Y,"A building used for the storage of equipment.",1,P,"-"
167066,"Water Storage Facility",N,"-",1,N,"-"
167067,"Transport Site",N,"Use most appropriate term",1,N,"-"
167068,"Vehicle Park",N,"Use most appropriate term",1,N,"-"
167069,"AMBULANCE PARK",Y,"A site, usually including hardstandings and associated buildings, where ambulances can be parked and stored.",1,P,"-"
167070,"Ammunition Store",N,"-",1,N,"-"
167071,"AMMUNITION DEPOT",Y,"A site, including buildings and hardstandings, used for the storage and distribution of ammunition.",1,P,"-"
167072,"ART STORAGE FACILITY",Y,"A site used for the safe storage of the art held in the national collections. During the Second World War many paintings, sculptures and works of art were moved to modified mines for safe keeping to protect them against bomb damage.",1,P,"-"
167073,"AUXILIARY UNIT SPECIAL DUTIES ZERO STATION",Y,"An underground hideout containing radio equipment to be used by the Special Duties sections of the Auxiliary Units to recieve coded information from the out-stations in the surrounding area for relaying to headquarters via direct phone line.",1,P,"-"
167074,"AUXILIARY UNIT CONTROL STATION",Y,"An underground hideout containing radio equipment to be used by the Auxiliary Units to relay information gained from the various out-stations back to headquarters.",1,P,"-"
167075,"AUXILIARY UNIT OBSERVATION POST",Y,"An observation post, usually well concealed, intended for use by the Auxiliary Units (or British Resistance Organisation), in the event of an invasion, to watch enemy movements without being seen.",1,P,"-"
167076,"BATTERY ENGINE HOUSE",Y,"A building housing the engines used to power equipment used by a searchlight, anti-aircraft or coastal battery.",1,P,"-"
167077,"BILLET",Y,"Accommodation, often in private houses or lodgings, provided for military personnel.",1,P,"-"
167078,"BRITISH RESTAURANT",Y,"A non-profit making restaurant administered by a Local Food Committee which provided customers with good quality and wholesome food which could be purchased without ration coupons.",1,P,"-"
167079,"CHECKPOINT",Y,"A roadblock, usually manned by the Home Guard, where the credentials of civilians and military personnel where checked before allowing them to proceed.",1,P,"-"
167080,"COAST BATTERY GUN SITE",Y,"A gun emplacement associated with a coastal battery.",1,P,"-"
167081,"COASTAL BATTERY COMMAND POST",Y,"A command post used to direct the guns of a coastal battery.",1,P,"-"
167082,"COASTAL OBSERVATION POST",Y,"A building, situated on the coast, used for observing the movements of enemy shipping.",1,P,"-"
167083,"DINGHY SHED (2900/43)",Y,"A modified Nissen hut, based on drawing number (2900/43), used for the repair packing and storage of inflatable liferafts.",1,P,"-"
167084,"DINGHY SHED (2901/43)",Y,"A temporary brick building, based on drawing number (2901/43), used for the repair, packing and storage of inflatable liferafts.",1,P,"-"
167085,"EMERGENCY WAR HEADQUARTERS",Y,"A site, complex or building which has been converted for use as the headquarters for the civilian authorities in the event of a nuclear attack or major natural disaster destroying the seat of government.",1,P,"-"
167086,"FIRE SERVICES HEADQUARTERS",Y,"A building, either purpose-built or modified, used for the co-ordination of the Fire Service.",1,P,"-"
167087,"FOOD DEPOT",Y,"A building or site used for the storage and distribution of food.",1,P,"-"
167088,"FOOD AND REST CENTRE",Y,"A building used as emergency accommodation and food distribution centre for people displaced by a natural disaster or conflict.",1,P,"-"
167089,"Gymnasium",N,"Use GYMNASIUM (SPORTS) for recreational use or SECONDARY SCHOOL for the educational meaning.",1,N,"-"
167090,"FUEL DEPOT",Y,"A building or site used for the storage and distribution of fuel.",1,P,"-"
167091,"MOTOR TRANSPORT BUILDING",Y,"A building, on an airfield or military base, used for the maintenance and storage of motor vehicles.",1,P,"-"
167092,"STORAGE DEPOT",Y,"A building or site used for the storage of goods or equipment.",1,P,"-"
167093,"VEHICLE REPAIR CENTRE",Y,"A building or site used for the maintenance and repair of motor vehicles.",1,P,"-"
167152,"Sharks Teeth",N,"-",1,N,"-"
167309,"Control Building",N,"-",1,N,"-"
167311,"DEFENCE LINE",Y,"A system of defensive works such as anti-tank obstacles, ditches and pillboxes, designed to stop the advance of an enemy. Defence lines were constructed across and around strategic areas of ground and sites such as industrial towns.",1,P,"-"
167317,"NUCLEAR COMMAND CENTRE",Y,"An underground structure from which operations covering the whole, or part, of the country could be directed in the event of a nuclear attack. Usually equipped with air filtration equipment and supplies for several months.",1,P,"-"
167318,"RECREATION HUT",Y,"A hut, usually built as part of a complex on a military base or airfield and used for the recreation of military personnel.",1,P,"-"
167319,"SICK QUARTERS",Y,"A building used for the accommodation of sick and wounded members of the armed forces.",1,P,"-"
167320,"Transformer Building",N,"-",1,N,"-"
167321,"MEDICAL BLOCK",Y,"A building, usually part of a complex, where medical treatment and hospital facilities are provided.",1,P,"-"
167322,"Instructional Site",N,"-",1,N,"-"
167323,"FUEL TANK",Y,"A large, usually metal, container used for the storage of liquid fuels.",1,P,"-"
167324,"FIRE SERVICE HEADQUARTERS",Y,"A building, either purpose-built or modified, used for the co-ordination of the Fire Service.",1,P,"-"
167325,"Vehicle Shed",N,"-",1,N,"-"
167326,"CAR WASH",Y,"A facility where the exterior of a motor vehicle can be cleaned.",1,P,"-"
167327,"Vehicle Washdown Station",N,"-",1,N,"-"
167328,"TECHNICAL SITE",Y,"The area of a military base where engineering and maintenance functions are grouped.",1,P,"-"
167329,"EMERGENCY STORE",Y,"An establishment for the storage of food for use during wartime or similar states of emergency.",1,P,"-"
167330,"RECEPTION CENTRE",Y,"A facility for the kitting out and induction of recruits before being sent on for training.",1,P,"-"
167334,"CLERGY DAUGHTERS SCHOOL",Y,"19th century school for the daughters of clergymen.",1,P,"-"
167357,"CABLE INSULATION FACTORY",Y,"A factory manufacturing insulation material for electrical cables.",1,P,"-"
167358,"FIREPLACE FACTORY",Y,"A factory manufacturing fireplaces.",1,P,"-"
167609,"YARN PREPARATION WORKS",Y,"Works where yarn is prepared prior to spinning.",1,P,"-"
167611,"STARTING GATE",Y,"A gate or mechanism designed to allow animals which are being raced to start at the same time.",1,P,"-"
167848,"UNDERWATER DIVING FEATURE",Y,"Feature, typically a ship, boat, aircraft or vehicle, deliberately sunk for recreational and diver educational purposes in inland bodies of water used as dive centres, such as lakes and water-filled quarries, or offshore as artificial reefs.",1,P,"-"
167856,"Shears",N,"-",1,N,"-"
167863,"Religious Society Of Friends Meeting House",N,"-",1,N,"-"
167864,"Religious Society Of Friends Burial Ground",N,"-",1,N,"-"
167865,"Shear Hulk",N,"-",1,N,"-"
167866,"Shear Legs",N,"-",1,N,"-"
167867,"Masting Shears",N,"-",1,N,"-"
168065,"WAR MEMORIAL (FREESTANDING)",Y,"A freestanding structure commemorating nations, actions, soldiers and/or civilians that served or died as a result of conflict.",1,P,"-"
168066,"WAR MEMORIAL (TRIBUTE)",Y,"An attached plaque, inscription, mural or display commemorating nations, actions, soldiers and/or civilians that served or died as a result of conflict.",1,P,"-"
168105,"PLAYGROUND EQUIPMENT",Y,"Fixed equipment, such as slides, swings and climbing frames for children to play on. Often found in playgrounds, parks and school grounds.",1,P,"-"
168259,"ARTIFICIAL REEF",Y,"A human constructed underwater structure, usually built to promote marine life in areas with a generally featureless eas bed but have also been built to control erosion, block ship passage, or improve surfing.",1,P,"-"
168260,"Diver Attraction",N,"-",1,N,"-"
168338,"MORDANT WORKS",Y,"A chemical works producing mordants for the dying industry.",1,P,"-"
168344,"BAIZE WORKS",Y,"A factory making baize for snooker and gaming tables.",1,P,"-"
168346,"TRIPE BOILING SHOP",Y,"Workshop used in the the production of tripe.",1,P,"-"
169404,"CELESTINE WORKINGS",Y,"A site where Celestine or Celestite (a SrSO4), originally used in sugar beet refinement, is extracted from an open cast mine.",1,P,"-"
169844,"INLAND SORTING DEPOT",Y,"Sorting offices constructed during the Second World War designed to rapidly move goods from the vulnerable docks and ports via the rail network.",1,P,"-"
169857,"SMOKE GENERATOR",Y,"Smoke generators (also known as smoke pots) were used to create a smoke screen to provide defensive cover for strategic targets",1,P,"-"
169858,"FURLONG BOUNDARY",Y,"Linear earthwork boundary denoting furlongs",1,P,"-"
169871,"ROCKET HOUSE",Y,"A building specifically built to house life saving apparatus used when conditions prevented the lifeboat from deploying.",1,P,"-"
169911,"HOLIDAY ACCOMMODATION",Y,"A building used as a temporary form of accommodation during a holiday, which includes self-catering.",1,P,"-"
169931,"Avenue",N,"Use most appropriate term.",1,N,"-"
169961,"COBBLE QUARRY",Y,"An excavation from which cobble stone is obtained.",1,P,"-"
169962,"PRISON CHAPEL",Y,"A chapel for a prison, either attached or in a separate building.",1,P,"-"
169963,"ANGLICAN CHAPEL",Y,"A chapel where the followers of the Anglican tradition worship.",1,P,"-"
169964,"PENCIL SHARPENING STONE",Y,"A stone, usually found in a schoolyard, either built into a wall or forming part of a free standing structure, on which pencils can be sharpened. Although increasingly rare examples do survive.",1,P,"-"
169966,"Relief And Labour Test Yard",N,"-",1,N,"-"
169967,"Manure Depot",N,"-",1,N,"-"
169969,"Masonic Hostel",N,"-",1,N,"-"
169974,"VERGERS COTTAGE",Y,"The residence of a verger, typically a layperson who assists in the ordering of religious services within the Anglican church.",1,P,"-"
169983,"HILLSLOPE ENCLOSURE",Y,"An enclosure defined by a single bank and entrance. They occur on every type of ground, although they favour sheltered, valley side locations. Smaller and usually less well defended than hillforts they are thought to be settlements of Iron Age date.",1,P,"-"
169997,"CARE CENTRE",Y,"A centre providing emotional and practical support to those living with life-threatening illnesses.",1,P,"-"
170001,"DHARMA HALL",Y,"A space in a Buddist building that is used for teaching Dharma/Dhamma - the teachings of Buddha.",1,P,"-"
170006,"TREE CATHEDRAL",Y,"Trees, hedges and shrubs planted in the form of a medieval cathedral sometimes used as a memorial.",1,P,"-"
170007,"CHEMICAL WEAPONS RESEARCH STATION",Y,"Establishments responsible for the research into and the design, development and manufacture of chemical weapons",1,P,"-"
