TH_T_U_UID,TERM,CLA_GR_UID,BROAD_TERM_U_UID,TOP_TERM_U_UID
132263,OIL MILL,1,135402,132062
132264,REFRIGERATED STORE,1,135401,132062
132265,SMOKE HOUSE,1,135401,132062
132266,SUGAR HOUSE,1,135402,132062
132267,SUGAR REFINERY,1,135402,132062
132268,VINEGAR BREWERY,1,132229,132062
132269,CIDER FACTORY,1,135404,132062
132270,CIDER HOUSE,1,135404,132062
132271,CIDER MILL,1,135404,132062
132272,CIDER PRESS,1,135404,132062
132273,CIDER VAULT,1,135404,132062
132274,WINE PRESS,1,135404,132062
132275,WINERY,1,135404,132062
132276,ACID TOWER,1,135384,132062
132277,FERTILIZER WORKS,1,135385,132062
132278,FERTILIZER STOREHOUSE,1,135385,132062
132279,LIME KILN,1,135385,132062
132280,LIME WORKS,1,132285,132062
132282,SUPERPHOSPHATE FACTORY,1,132277,132062
132283,POTASH KILN,1,135385,132062
132285,CHEMICAL WORKS,1,135384,132062
132286,DISTILLATION PLANT,1,132285,132062
132287,ALUM WORKS,1,135386,132062
132288,ALUM HOUSE,1,145515,132062
132289,ALUM QUARRY,1,135415,132062
132290,STEEPING TANK,1,132287,132062
132291,ARTIFICIAL DYE WORKS,1,132294,132062
132292,COLOUR HOUSE,1,135386,132062
132293,COPPERAS WORKS,1,135386,132062
132294,DYE WORKS,1,135386,132062
132295,FULLERS EARTH PIT,1,135386,132062
132296,MARL PIT,1,135386,132062
132297,OCHRE PIT,1,135386,132062
132298,PAINT FACTORY,1,135386,132062
132299,ACID WORKS,1,132285,132062
132300,GUNPOWDER WORKS,1,140634,132062
132301,CHARCOAL STORE,1,132062,132062
132302,CORNING HOUSE,1,140634,132062
132303,GLAZE AND REEL HOUSE,1,140634,132062
132305,GUNPOWDER DRYING HOUSE,1,140634,132062
132306,INCORPORATING MILL,1,140634,132062
132307,POWDER MAGAZINE,1,136723,132062
132310,SALTPETRE STORE,1,140634,132062
132311,SULPHUR STORE,1,135384,132062
132312,TESTING RANGE,1,140635,132062
132313,NITROGLYCERINE WORKS,1,140637,132062
132315,ALKALI WORKS,1,132285,132062
132316,ARSENIC WORKS,1,132285,132062
132317,BLEACH WORKS,1,132285,132062
132318,CHINA CLAY WORKS,1,135416,132062
132319,SOAP FACTORY,1,135390,132062
132320,SODA KILN,1,135384,132062
132321,SODA WORKS,1,132285,132062
132322,HERB DISTILLERY,1,135388,132062
132323,PHARMACEUTICAL WORKS,1,135388,132062
132324,PIPE BRIDGE,1,135384,132062
132325,ARTIFICIAL TEXTILE FACTORY,1,135391,132062
132326,ETHER PLANT,1,135389,132062
132328,OIL DISTILLERY,1,135389,132062
132329,PLASTICS FACTORY,1,135389,132062
132330,PLASTICS FACTORY,1,132173,132062
132331,RUBBER WORKS,1,135390,132062
132332,TALLOW FACTORY,1,132173,132062
132333,TALLOW FACTORY,1,135380,132062
132334,TAR WORKS,1,135390,132062
132336,WOOD CHEMICAL WORKS,1,132285,132062
132338,COAL WORKINGS,1,135407,132062
132339,COKE OVEN,1,135405,132062
132340,COLLIERY,1,135407,132062
132341,COAL CLEANING PLANT,1,135407,132062
132342,COLLIERY RAILWAY,1,135407,132062
132343,DUST EXTRACTION PLANT,1,135407,132062
132344,PITHEAD BATHS,1,132696,132062
132345,SCREENING PLANT,1,135407,132062
132346,OIL DISTILLERY,1,135408,132062
132347,OIL PUMP,1,135408,132062
132348,OIL REFINERY,1,135408,132062
132349,OIL RIG,1,135408,132062
132350,OIL SILO,1,135408,132062
132351,OIL WELL,1,135408,132062
132352,PEAT CUTTING,1,135409,132062
132353,PEAT STAND,1,135409,132062
132354,CHARCOAL BURNERS SITE,1,135406,132062
132356,GRAPHITE MINE,1,132676,132062
132357,FURNACE,1,132062,132062
132358,GLASS FURNACE,1,132357,132062
132359,ANNEALING FURNACE,1,132357,132062
132360,FRITTING FURNACE,1,132358,132062
132361,REVERBERATORY FURNACE,1,132357,132062
132362,TANK FURNACE,1,132361,132062
132363,METAL PRODUCTION FURNACE,1,132357,132062
132364,BLAST FURNACE,1,132363,132062
132365,BOLEHILL,1,132363,132062
132366,BOWL FURNACE,1,132363,132062
132367,CEMENTATION FURNACE,1,135414,132062
132368,CRUCIBLE FURNACE,1,132363,132062
132370,CUPELLATION FURNACE,1,132363,132062
132371,ELECTRIC ARC FURNACE,1,132363,132062
132372,ELLING HEARTH,1,132076,132062
132373,OPEN HEARTH FURNACE,1,132363,132062
132374,ORE HEARTH,1,132363,132062
132375,PUDDLING FURNACE,1,132361,132062
132376,ROASTING HEARTH,1,132363,132062
132377,SHAFT FURNACE,1,132363,132062
132378,BLOOMERY,1,132377,132062
132379,SILVER HEARTH,1,132363,132062
132380,SLAG HEARTH,1,132363,132062
132381,VENTILATION FURNACE,1,132357,132062
132382,GRINDSTONE,1,132062,132062
132383,HAMMER,1,135797,132062
132384,HELVE HAMMER,1,132383,132062
132385,TILT HAMMER,1,132383,132062
132386,HORN WORKING SITE,1,135380,132062
132387,HORNCORE PIT,1,132386,132062
132388,INDUSTRIAL BUILDING,1,132062,132062
132389,FIREPROOF BUILDING,1,143383,143383
132390,INDUSTRIAL ESTATE,1,132062,132062
132391,INDUSTRIAL SITE,1,132062,132062
132392,JEWELLERY WORKSHOP,1,144943,132062
132394,BRICK KILN,1,135451,132062
132396,BOTTLE KILN,1,132428,132062
132397,CLAMP KILN,1,132076,132062
132398,CIRCULAR KILN,1,132078,132062
132399,COCKLE KILN,1,132076,132062
132400,DOWNDRAUGHT KILN,1,132428,132062
132401,HOFFMANN KILN,1,132078,132062
132402,HORIZONTAL KILN,1,132076,132062
132403,OCTAGONAL KILN,1,132076,132062
132406,SCOTCH KILN,1,132076,132062
132407,SHAFT KILN,1,132076,132062
132408,SPLIT SHAFT KILN,1,132407,132062
132410,TUNNEL KILN,1,132076,132062
132411,UPDRAUGHT KILN,1,132428,132062
132412,CALCINER,1,132076,132062
132413,ARSENIC CALCINER,1,132412,132062
132414,IRON ORE CALCINER,1,135414,132062
132415,CALCINING KILN,1,132076,132062
132417,CLAY PIPE KILN,1,132076,132062
132418,COKE OVEN,1,132076,132062
132419,CORN DRYING KILN,1,132420,132062
132420,DRYING KILN,1,132076,132062
132421,ENAMELLING KILN,1,132428,132062
132422,FOOD DRYING KILN,1,132420,132062
132423,GYPSUM DRYING KILN,1,132420,132062
132424,HOP KILN,1,132076,132062
132425,MALT KILN,1,132076,132062
132426,OASTHOUSE,1,132076,132062
132427,POTASH KILN,1,132076,132062
132428,POTTERY KILN,1,132076,132062
132429,ROTARY KILN,1,132076,132062
132430,SODA KILN,1,132076,132062
132431,MARINE CONSTRUCTION SITE,1,132062,132062
132432,BOAT YARD,1,135136,133420
132433,BOILER SHOP,1,135393,132062
132434,CAPSTAN,1,135242,134198
132436,CAPSTAN HOUSE,1,134198,134198
132437,CHAIN PROVING HOUSE,1,132943,132062
132438,CHAIN WORKS,1,132431,132062
132439,DRY DOCK,1,132431,132062
132440,WET DOCK,1,132431,132062
132441,DOCKYARD,1,132431,132062
132442,NAVAL DOCKYARD,1,132441,132062
132443,ENGINEERING WORKSHOP,1,135393,132062
132444,FABRICATION SHED,1,132448,132062
132445,FITTERS WORKSHOP,1,132443,132062
132446,FOUNDRY,1,135393,132062
132447,GRIDIRON,1,132448,132062
132448,MARINE ENGINEERING WORKS,1,132431,132062
132449,MARINE WORKSHOP,1,132431,132062
132450,MAST HOUSE,1,132449,132062
132451,MAST POND,1,134441,134417
132452,MOULD LOFT,1,132449,132062
132453,PLATE RACK,1,132448,132062
132456,HATCHELLING HOUSE,1,132431,132062
132457,RIGGING HOUSE,1,134679,133420
132458,ROPERY,1,135446,132062
132459,ROPEWALK,1,135446,132062
132460,TAR HOUSE,1,135446,132062
132461,YARN HOUSE,1,135446,132062
132462,SAIL LOFT,1,132449,132062
132463,SHIP REPAIR WORKS,1,132431,132062
132464,FAIRBAIRN JIB CRANE,1,134641,134198
132467,SHEER HULK,1,132431,132062
132468,SHEER LEGS,1,132431,132062
132469,SHIPHOUSE FRAME,1,132448,132062
132470,SHIPWRIGHTS WORKSHOP,1,132449,132062
132471,SHIPYARD,1,132431,132062
132472,SLIP SHED,1,132449,132062
132473,ASSEMBLY PLANT,1,135393,132062
132475,BICYCLE FACTORY,1,144903,132062
132476,CAR FACTORY,1,144903,132062
132477,ELECTRICAL ENGINEERING WORKS,1,135473,132062
132478,RAILWAY ENGINEERING WORKS,1,135395,132062
132479,MACHINE SHOP,1,135393,132062
132480,PAINT SHOP,1,135393,132062
132481,PATTERN SHOP,1,135393,132062
132482,RAILWAY ENGINEERING WORKSHOP,1,135395,132062
132483,RAILWAY WAGON WORKS,1,135395,132062
132484,RAILWAY WORKS,1,135395,132062
132485,RAILWAY WORKSHOP,1,135395,132062
132486,TURNING SHOP,1,135393,132062
132487,FORGE,1,135393,132062
132488,BELL FOUNDRY,1,132446,132062
132489,BRONZE FOUNDRY,1,135423,132062
132490,IRON FOUNDRY,1,135423,132062
132491,GOLDSMITHS WORKSHOP,1,132392,132062
132492,LOCKSMITHS WORKSHOP,1,144943,132062
132493,ARSENAL,1,135382,132062
132494,CANNON BORING MILL,1,135382,132062
132495,GUN TESTING SHOP,1,135382,132062
132496,MUNITIONS FACTORY,1,135382,132062
132497,ORDNANCE FACTORY,1,135382,132062
132498,PROVING HOUSE,1,135382,132062
132499,SHOT TOWER,1,135382,132062
132500,POLISHING SHOP,1,135393,132062
132501,SPRING SHOP,1,135393,132062
132502,WHITESMITHS WORKSHOP,1,144943,132062
132503,IRONSTONE WORKINGS,1,135412,132062
132505,IRONSTONE MINE,1,132503,132062
132506,ARSENIC MINE,1,135412,132062
132507,BOUSE TEAM,1,135413,132062
132508,BUDDLE,1,135413,132062
132509,BUDDLE HOUSE,1,135413,132062
132510,COPPER MINE,1,135412,132062
132511,COPPER WORKINGS,1,135412,132062
132512,CRAZING MILL,1,132515,132062
132513,CRUSHING CIRCLE,1,135413,132062
132514,CRUSHING FLOOR,1,135413,132062
132515,CRUSHING MILL,1,135413,132062
132516,DRESSING FLOOR,1,132062,132062
132518,GOLD MINE,1,135412,132062
132519,HUSH,1,135412,132062
132520,KNOCK STONE,1,135413,132062
132521,LEAD MINE,1,135412,132062
132522,LEAD WORKINGS,1,135412,132062
132523,MANGANESE MINE,1,135412,132062
132524,PROSPECTING PIT,1,135412,132062
132526,SETTLING PIT,1,135413,132062
132527,SILVER MINE,1,135412,132062
132529,STAMPS,1,135413,132062
132531,TIN WORK,1,135413,132062
132532,STREAMWORK,1,132531,132062
132533,TINNERS CACHE,1,135413,132062
132534,TINNERS HUT,1,135413,132062
132535,TUNGSTEN MINE,1,135412,132062
132536,WASH KILN,1,135413,132062
132537,WASHING FLOOR,1,135413,132062
132538,ORE WASHING PLANT,1,135413,132062
132539,ZINC MINE,1,135412,132062
132540,BELLOWS HOUSE,1,135414,132062
132541,IRON ORE CALCINER,1,132412,132062
132542,CASTING FLOOR,1,135410,132062
132543,CEMENTATION STEEL WORKS,1,132557,132062
132544,CRUCIBLE STEEL WORKS,1,132557,132062
132545,FORGE,1,135414,132062
132546,CHAFERY,1,132545,132062
132547,FINERY,1,132545,132062
132548,FURNACE POND,1,134441,134417
132549,HAMMER POND,1,134441,134417
132550,IRON WORKING SITE,1,135414,132062
132551,IRON WORKS,1,135414,132062
132554,ORE STORE,1,135410,132062
132555,PEN POND,1,134441,134417
132556,SLAG HEAP,1,135414,132062
132557,STEEL WORKS,1,135423,132062
132558,BLOWING HOUSE,1,135414,132062
132559,BRASS WORKS,1,135414,132062
132560,BRONZE WORKING SITE,1,135414,132062
132561,ARSENIC CALCINER,1,135414,132062
132562,CONDENSING CHIMNEY,1,135414,132062
132563,CONDENSING FLUE,1,135414,132062
132564,COPPER WORKING SITE,1,135414,132062
132565,COPPER WORKS,1,135414,132062
132566,LEAD WORKING SITE,1,135414,132062
132567,LEAD WORKS,1,135414,132062
132569,ELLING HEARTH,1,135384,132062
132570,SILVER HEARTH,1,135414,132062
132571,SLAG HEARTH,1,135414,132062
132572,PEAT STORE,1,135522,135088
132573,SILVER WORKING SITE,1,135414,132062
132574,SMELT MILL,1,135414,132062
132576,ALUMINIUM SMELTER,1,135746,132062
132577,SMELTING HOUSE,1,135746,132062
132578,ZINC WORKS,1,135414,132062
132579,MILL,1,132388,132062
132580,PUG MILL,1,132579,132062
132581,MORTAR MILL,1,132579,132062
132582,PLASTER MILL,1,132579,132062
132583,BONE MILL,1,135380,132062
132584,COLOUR MILL,1,135443,132062
132585,FLINT MILL,1,132601,132062
132586,FEED MILL,1,132579,132062
132587,CORN MILL,1,132579,132062
132588,FLOUR MILL,1,132579,132062
132589,STARCH MILL,1,132579,132062
132590,MUSTARD MILL,1,132579,132062
132591,OIL MILL,1,132579,132062
132592,INCORPORATING MILL,1,132579,132062
132593,BATTERY MILL,1,132579,132062
132594,COMB MILL,1,132599,132062
132595,NEEDLE MILL,1,132579,132062
132596,CANNON BORING MILL,1,145283,132062
132597,SCYTHE MILL,1,132579,132062
132598,TUBE MILL,1,132579,132062
132599,WIRE MILL,1,132579,132062
132600,CRAZING MILL,1,132601,132062
132601,CRUSHING MILL,1,132579,132062
132602,DRESSING MILL,1,133017,132062
132605,ROLLING MILL,1,132579,132062
132606,SLITTING MILL,1,132579,132062
132607,SMELT MILL,1,132579,132062
132608,BARK MILL,1,145303,132062
132609,BOARD MILL,1,135450,132062
132610,BOBBIN MILL,1,132579,132062
132611,BUTTON MILL,1,135391,132062
132612,CLAY MILL,1,132579,132062
132613,CLOG MILL,1,135516,132062
132614,DRAINAGE MILL,1,135436,132062
132615,HEMP MILL,1,132625,132062
132616,JUTE MILL,1,132625,132062
132617,LOGWOOD MILL,1,145303,132062
132618,FLOCK MILL,1,132625,132062
132620,PAPER MILL,1,132579,132062
132621,PLANING MILL,1,145303,132062
132622,PULP MILL,1,135450,132062
132623,SAW MILL,1,145303,132062
132624,SNUFF MILL,1,132579,132062
132625,TEXTILE MILL,1,135438,132062
132626,STEAM MILL,1,132579,132062
132627,ALPACA MILL,1,132625,132062
132628,ARTIFICIAL TEXTILE FACTORY,1,132625,132062
132629,BEETLING MILL,1,132625,132062
132630,BLANKET MILL,1,132625,132062
132631,BOMBASINE MILL,1,132625,132062
132632,CALENDER MILL,1,132625,132062
132633,CALICO MILL,1,177414,132062
132634,CALICO PRINTING WORKS,1,132625,132062
132635,CANVAS WORKS,1,132625,132062
132636,CARDING MILL,1,132625,132062
132637,CARPET MILL,1,132625,132062
132638,CLOTH DRESSING MILL,1,132625,132062
132640,COTTON MILL,1,132625,132062
132641,CREPE MILL,1,132625,132062
132642,DOUBLING MILL,1,132625,132062
132643,DRABBET FACTORY,1,132625,132062
132644,FELT MILL,1,132625,132062
132645,FINISHING WORKS,1,132625,132062
132646,FLAX DRESSING SHOP,1,132625,132062
132647,FLAX MILL,1,132625,132062
132648,FULLING MILL,1,132625,132062
132649,LACE FACTORY,1,132625,132062
132650,LINEN MILL,1,132625,132062
132651,MUNGO MILL,1,132625,132062
132652,RAG GRINDING MILL,1,132625,132062
132653,RIBBON FACTORY,1,132173,132062
132654,SAILMAKING WORKS,1,132625,132062
132655,SCRIBBLING MILL,1,132625,132062
132656,SCUTCHING MILL,1,132625,132062
132657,SERGE FACTORY,1,132625,132062
132658,SHODDY MILL,1,132625,132062
132659,SILK MILL,1,132625,132062
132660,SPINNING MILL,1,132625,132062
132661,TAPESTRY MILL,1,132625,132062
132662,THROWING MILL,1,132625,132062
132663,TWEED MILL,1,132625,132062
132665,WEAVING MILL,1,132625,132062
132666,WOOLLEN MILL,1,132625,132062
132667,WORSTED MILL,1,132625,132062
132668,YARN MILL,1,132625,132062
132669,THRESHING MILL,1,132579,132062
132670,TIDE MILL,1,132579,132062
132671,TURBINE MILL,1,135436,132062
132674,MINING INDUSTRY SITE,1,132062,132062
132675,LAMPHOUSE,1,132696,132062
132676,MINE,1,132674,132062
132677,POTASH MINE,1,135415,132062
132678,GRAPHITE MINE,1,135415,132062
132679,IRONSTONE MINE,1,132676,132062
132680,ARSENIC MINE,1,132676,132062
132681,CALAMINE MINE,1,132676,132062
132682,COPPER MINE,1,132676,132062
132683,GOLD MINE,1,132676,132062
132684,LEAD MINE,1,132676,132062
132685,MANGANESE MINE,1,132676,132062
132686,NICKEL MINE,1,132676,132062
132687,SILVER MINE,1,132676,132062
132688,TUNGSTEN MINE,1,132676,132062
132689,ZINC MINE,1,132676,132062
132690,COLLIERY,1,132676,132062
132691,DRIFT MINE,1,132676,132062
132692,FLINT MINE,1,132676,132062
132693,OPEN CAST MINE,1,132676,132062
132694,SALT MINE,1,135415,132062
132695,TIN MINE,1,132676,132062
132696,MINE BUILDING,1,132674,132062
132697,MINE DRAINAGE AND VENTILATION SITE,1,132674,132062
132700,MINE SHAFT,1,132697,132062
132701,TUNNEL CHAMBER,1,134402,134198
132702,VENTILATION CHIMNEY,1,135476,132062
132703,VENTILATION SHAFT,1,135545,135088
132704,MINE LIFTING AND WINDING STRUCTURE,1,132674,132062
132705,HAULAGE ENGINE HOUSE,1,132704,132062
132707,MAN ENGINE,1,132704,132062
132708,STEAM WINDER,1,132704,132062
132709,STOWE,1,132704,132062
132710,WINDER HOUSE,1,132704,132062
132711,WINDING CIRCLE,1,132704,132062
132712,WINDLASS,1,132704,132062
132713,WINDING GEAR,1,132704,132062
132715,MINERS CHANGING HOUSE,1,132696,132062
132716,PAPER INDUSTRY SITE,1,132062,132062
132717,BOARD MILL,1,132716,132062
132718,PAPER MILL,1,132716,132062
132719,BINDERY,1,135392,132062
132720,PRINT SHOP,1,135430,132062
132721,PRINTING WORKS,1,135430,132062
132722,PULP MILL,1,132716,132062
132723,WALLPAPER FACTORY,1,132716,132062
132724,POWER GENERATION SITE,1,132062,132062
132725,CRANEWHEEL,1,135431,132062
132726,DONKEY WHEEL,1,135431,132062
132727,HORSE ENGINE HOUSE,1,135431,132062
132728,HORSE WHEEL,1,135431,132062
132729,HORSE WHIM,1,135431,132062
132730,HORSE WHIM,1,132704,132062
132731,PRISON TREADMILL,1,132732,132062
132732,TREADMILL,1,135431,132062
132733,TREADWHEEL,1,135431,132062
132734,WINDLASS,1,135431,132062
132735,ACCUMULATOR HOUSE,1,135433,132062
132736,COOLING TOWER,1,135433,132062
132737,ELECTRICITY SUB STATION,1,135433,132062
132738,POWER STATION,1,135433,132062
132739,COAL FIRED POWER STATION,1,132738,132062
132740,GAS FIRED POWER STATION,1,132738,132062
132741,HYDROELECTRIC POWER STATION,1,132738,132062
132742,NUCLEAR POWER STATION,1,132738,132062
132743,OIL FIRED POWER STATION,1,132738,132062
132744,STEAM TURBINE POWER STATION,1,132738,132062
132745,ELECTRICITY PYLON,1,135433,132062
132746,SWITCH HOUSE,1,135433,132062
132747,TRANSFORMER STATION,1,135433,132062
132748,TRAM TRANSFORMER STATION,1,132747,132062
132749,ENGINE,1,135797,132062
132750,GAS ENGINE,1,132749,132062
132751,OIL ENGINE,1,132749,132062
132752,STEAM ENGINE,1,132749,132062
132753,TURBINE,1,132749,132062
132754,GAS TURBINE,1,132753,132062
132755,STEAM TURBINE,1,132753,132062
132756,ENGINE HOUSE,1,132724,132062
132757,ATMOSPHERIC ENGINE HOUSE,1,132756,132062
132758,ATMOSPHERIC RAILWAY ENGINE HOUSE,1,132756,132062
132759,BLOWING ENGINE HOUSE,1,132756,132062
132760,GAS ENGINE HOUSE,1,132756,132062
132761,HAULAGE ENGINE HOUSE,1,132756,132062
132762,HORSE ENGINE HOUSE,1,132756,132062
132763,HYDRAULIC ENGINE HOUSE,1,132756,132062
132764,STEAM ENGINE HOUSE,1,132756,132062
132765,TURBINE HOUSE,1,132756,132062
132766,GAS HOLDER,1,132768,132062
132767,GAS HOUSE,1,135432,132062
132768,GAS STORAGE TANK,1,135432,132062
132770,PRODUCER GAS HOUSE,1,135432,132062
132771,PURIFIER HOUSE,1,135432,132062
132772,RETORT HOUSE,1,135432,132062
132773,HYDRAULIC ACCUMULATOR TOWER,1,135434,132062
132774,HYDRAULIC CRANE,1,135434,132062
132775,HYDRAULIC BOX CRANE,1,132774,132062
132776,HYDRAULIC PILLAR CRANE,1,132774,132062
132777,HYDRAULIC ENGINE HOUSE,1,135434,132062
132778,HYDRAULIC JIGGER,1,135434,132062
132779,HYDRAULIC PUMPING STATION,1,135434,132062
132780,HYDRAULIC RAM,1,135434,132062
132781,HYDRAULIC TIPPLER,1,135599,132062
132782,COMPRESSOR HOUSE,1,135435,132062
132783,STEAM ENGINE,1,135435,132062
132784,BEAM ENGINE,1,132783,132062
132785,ROTATIVE BEAM ENGINE,1,132784,132062
132786,COMPOUND STEAM ENGINE,1,132783,132062
132787,HORIZONTAL STEAM ENGINE,1,132783,132062
132788,TRACTION STEAM ENGINE,1,132783,132062
132789,VERTICAL STEAM ENGINE,1,132783,132062
132790,BEAM ENGINE HOUSE,1,132764,132062
132791,STEAM MILL,1,135435,132062
132792,STEAM PLANT,1,135435,132062
132793,STEAM PUMP,1,135435,132062
132794,STEAM TURBINE,1,135435,132062
132795,STEAM WHIM,1,135435,132062
132796,STEAM WHIM HOUSE,1,135435,132062
132797,STEAM WINDER,1,135435,132062
132798,TURBINE HOUSE,1,135435,132062
132799,DAM,1,135436,132062
132800,MILL DAM,1,132799,132062
132801,HAMMER POND,1,135436,132062
132802,LEAT,1,134429,134417
132803,MILL POND,1,134441,134417
132804,MILL RACE,1,132811,132062
132805,HEAD RACE,1,134450,134417
132806,TAIL RACE,1,134450,134417
132807,PEN POND,1,135436,132062
132808,PUMP HOUSE,1,135436,132062
132809,TIDE MILL,1,135436,132062
132810,WATER TURBINE,1,135436,132062
132811,WATERCOURSE,1,135436,132062
132812,WATERMILL,1,135436,132062
132813,WATER WHEEL,1,135436,132062
132814,BREASTSHOT WHEEL,1,132813,132062
132815,HIGH BREASTSHOT WHEEL,1,132814,132062
132816,LOW BREASTSHOT WHEEL,1,132814,132062
132817,OVERSHOT WHEEL,1,132813,132062
132818,PITCHBACK WHEEL,1,132813,132062
132819,SCOOP WHEEL,1,132813,132062
132820,UNDERSHOT WHEEL,1,132813,132062
132821,WEIR,1,132799,132062
132822,TUMBLING WEIR,1,132821,132062
132823,WHEEL HOUSE,1,135436,132062
132824,WHEEL PIT,1,135436,132062
132825,WIND PUMP,1,134457,134417
132826,WINDMILL,1,135437,132062
132827,POST MILL,1,132826,132062
132828,SMOCK MILL,1,132826,132062
132829,TOWER MILL,1,132826,132062
132830,WINDMILL MOUND,1,135437,132062
132831,REFUSE DEPOT,1,135629,132062
132832,REFUSE DISPOSAL PLANT,1,135629,132062
132833,REFUSE TRANSFER DEPOT,1,132831,132062
132834,SPOIL HEAP,1,132674,132062
132835,STONE WORKING SITE,1,132062,132062
132837,JET WORKING SITE,1,132062,132062
132838,MILLSTONE WORKING SITE,1,132835,132062
132839,QUERN WORKING SITE,1,132835,132062
132840,SHALE WORKING SITE,1,132835,132062
132842,STONEMASONS YARD,1,132835,132062
132843,COBBLERS WORKSHOP,1,133036,132062
132844,GLOVE FACTORY,1,135516,132062
