source_file,subject_id,subject_label,object_id,object_label,subject_label_norm,object_label_norm,predicate_id,predicate,mapping_justification,similarity_emb_full,similarity_emb_norm,similarity_str_levenshtein_full,similarity_str_jaro_winkler_full,similarity_str_token_sort_full,similarity_str_token_set_full,similarity_str_levenshtein_norm,similarity_str_jaro_winkler_norm,similarity_str_token_sort_norm,similarity_str_token_set_norm
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtZig4pNZk7B,hydraulique,aat:300054566,hydraulics,hydraulique,hydraulics,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.737305,0.737305,0.761905,0.905455,0.761905,0.761905,0.761905,0.905455,0.761905,0.761905
ads_mda_obj_aat.sssom.tsv,fish_obj:/concepts/96084,IMBREX,aat:300010682,imbrex,IMBREX,imbrex,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.736816,0.736816,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtOF9oqZo0Pd,gypse,aat:300011099,gypsum,gypse,gypsum,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.736328,0.736328,0.727273,0.893333,0.727273,0.727273,0.727273,0.893333,0.727273,0.727273
ads_mda_obj_aat.sssom.tsv,fish_obj:/concepts/97317,KEY (LOCKING),aat:300033579,keys (hardware),KEY,keys,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.732910,0.639160,0.428571,0.620513,0.428571,0.428571,0.857143,0.941667,0.857143,0.857143
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtt7G9pnQlu1,grès (pot),aat:300010672,stoneware (pottery),grès,stoneware,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.731445,-0.017319,0.482759,0.546617,0.482759,0.482759,0.153846,0.453704,0.153846,0.153846
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtwJqetoWYz9,tuyère,aat:300380255,tuyeres,tuyère,tuyeres,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.731445,0.731445,0.769231,0.847778,0.769231,0.769231,0.769231,0.847778,0.769231,0.769231
dai_aat.sssom.tsv,http://thesauri.dainst.org/_4f6f0dd3,Runen,aat:300219050,runes,Runen,runes,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.731445,0.731445,0.800000,0.920000,0.800000,0.800000,0.800000,0.920000,0.800000,0.800000
dai_aat.sssom.tsv,http://thesauri.dainst.org/_6d70d873,natürlich,aat:300219527,natural,natürlich,natural,skos:closeMatch,closeMatch,semapv:UnspecifiedMatching,0.730469,0.730469,0.625000,0.829630,0.625000,0.625000,0.625000,0.829630,0.625000,0.625000
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtmGlRAoyFJ2,épitaphe,aat:300028729,epitaphs,épitaphe,epitaphs,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.728516,0.728516,0.750000,0.833333,0.750000,0.750000,0.750000,0.833333,0.750000,0.750000
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtJkLW2h0FJh,cuve (structure),aat:300194541,vats (containers),cuve,vats,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.727051,0.281738,0.424242,0.604412,0.424242,0.424242,0.250000,0.000000,0.250000,0.250000
